sample,setting,prediction_path,truth_foreground_fraction,truth_coverage,truth_ids,prediction_ids,prediction_size_median,adapted_rand_error,adapted_rand_precision,adapted_rand_recall,vi_split,vi_merge,covered_adapted_rand_error,covered_adapted_rand_precision,covered_adapted_rand_recall,covered_vi_split,covered_vi_merge
smartem,axis-legacy_move-0.90_seg-0.40_disco--1_min-250,example_working_dir/meirovitch2025/ffn_results/0/0/seg-0_0_0.npz,0.6346801563178462,0.6984308137194455,2035,7224,797.5,0.8787537114786305,0.5488562808454254,0.06815062518047667,1.9133470965505976,3.5173959406410997,0.46122436500531383,0.6958636409988889,0.4395493887211308,1.8100021804506006,1.2397949408594238
